ATO UC Code,Urban Center,Indicator code,Indicator name,Indicator source,Units,Header,Year,Value
VNM-4,Hanoi,ACC-UDB-001,Percentage Access to Public Transport,(2) UN ESCAP,%,Series,2019,0.6
VNM-5,Ho Chi Minh City,ACC-UDB-001,Percentage Access to Public Transport,(2) UN ESCAP,%,Series,2017,0.7576999999999999
VNM-5,Ho Chi Minh City,ACC-UDB-001,Percentage Access to Public Transport,(2) UN ESCAP,%,Series,2018,0.7576999999999999
VNM-5,Ho Chi Minh City,ACC-UDB-001,Percentage Access to Public Transport,(2) UN ESCAP,%,Series,2019,0.7576999999999999
AFG-2,Kabul,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
AFG-2,Kabul,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
AUS-3,Melbourne,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0118539853057125
AUS-3,Melbourne,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0113560721113775
AUS-5,Sydney,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.24927167867745
AUS-5,Sydney,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.237536271640969
BGD-4,Chattogram,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
BGD-4,Chattogram,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
BGD-7,Dhaka,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
BGD-7,Dhaka,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0352919031333382
CHN-6,Beijing,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.340299903857791
CHN-6,Beijing,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.35368120489798
CHN-13,Chengdu,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.413017501846231
CHN-13,Chengdu,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.455593556131133
CHN-14,Chongqing,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.221176579720134
CHN-14,Chongqing,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.277935894148694
CHN-63,Shanghai,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.348012711566978
CHN-63,Shanghai,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.351236577236723
CHN-64,Shenzhen,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.192957788378855
CHN-64,Shenzhen,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.211430540026177
CHN-78,Xiamen,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.278843540640129
CHN-78,Xiamen,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.30472718970286
HKG-1,Hong Kong,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.54225468375779
HKG-1,Hong Kong,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.567838180150109
IND-13,Bengaluru,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0458441840759134
IND-13,Bengaluru,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0415808064440947
IND-20,Chandigarh,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
IND-20,Chandigarh,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
IND-21,Chennai,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.122224108120361
IND-21,Chennai,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.138758145173585
IND-24,Delhi [New Delhi],ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.184234940975742
IND-24,Delhi [New Delhi],ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.174580600448939
IND-52,Kolkata,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.076290832658443
IND-52,Kolkata,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0863726199013564
IND-67,Mumbai,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0264409588506938
IND-67,Mumbai,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.063882935845908
IDN-11,Jakarta,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0550656415296985
IDN-11,Jakarta,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0539532246640238
IRN-12,Tehran,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.209780085018171
IRN-12,Tehran,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.224289160830363
JPN-1,Fukuoka,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.175538798820577
JPN-1,Fukuoka,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.179300616911259
JPN-11,Osaka [Kyoto],ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.208032466475357
JPN-11,Osaka [Kyoto],ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.216442797599725
JPN-12,Sapporo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.275953202744336
JPN-12,Sapporo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.283231850844804
JPN-16,Tokyo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.150469260384599
JPN-16,Tokyo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.151534436927507
KAZ-1,Almaty,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0863974837991681
KAZ-1,Almaty,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0855662479747044
MYS-5,Kuala Lumpur,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0127403568243059
MYS-5,Kuala Lumpur,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.015362120417181
MMR-2,Yangon,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
MMR-2,Yangon,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
NZL-1,Auckland,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
NZL-1,Auckland,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
PAK-7,Lahore,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0684376778535479
PAK-7,Lahore,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.065294706729001
PHL-7,Metro Manila,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
PHL-7,Metro Manila,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
KOR-1,Busan,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.584543638435859
KOR-1,Busan,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.592517595761264
KOR-8,Seoul,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.415959693887302
KOR-8,Seoul,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.423575422081188
RUS-9,Moscow,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.364192436516331
RUS-9,Moscow,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.375882898750537
RUS-14,Saint Petersburg,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.280227640701536
RUS-14,Saint Petersburg,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.275790071361693
SGP-1,Singapore,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.472264794802379
SGP-1,Singapore,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.480202962905392
LKA-1,Colombo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
LKA-1,Colombo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
TWN-2,Kaohsiung,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.225496438858718
TWN-2,Kaohsiung,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.255938743738371
TWN-3,New Taipei [Taipei],ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.278723355501383
TWN-3,New Taipei [Taipei],ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.273560382770564
THA-1,Bangkok,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0871656235242343
THA-1,Bangkok,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0812716948489258
VNM-4,Hanoi,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
VNM-4,Hanoi,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0234706407461503
VNM-5,Ho Chi Minh City,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
VNM-5,Ho Chi Minh City,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
ARG-1,Buenos Aires,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.118386633326982
ARG-1,Buenos Aires,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.116708719844206
BRA-3,São Paulo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0541174841846416
BRA-3,São Paulo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0538959269469482
CAN-1,Toronto,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.168356560958028
CAN-1,Toronto,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.160693139568228
COL-1,Bogota,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.233191620139404
COL-1,Bogota,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.225964340000923
EGY-2,Cairo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.156159691752856
EGY-2,Cairo,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.168853456501296
FRA-1,Paris,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.487367353889569
FRA-1,Paris,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.505692203327128
DEU-1,Berlin,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.407526943464821
DEU-1,Berlin,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.404943111643709
IRQ-1,Baghdad,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
IRQ-1,Baghdad,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
ITA-1,Milan,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.265769330592457
ITA-1,Milan,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.278478821375563
MEX-2,Mexico City,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.202275826586484
MEX-2,Mexico City,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.217632418832061
NLD-1,Amsterdam,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.197318332843641
NLD-1,Amsterdam,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.192348770659386
NGA-1,Lagos,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
NGA-1,Lagos,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0244020990398212
PRT-1,Lisbon,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.268068024092096
PRT-1,Lisbon,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.262030492898462
SAU-1,Riyadh,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
SAU-1,Riyadh,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
ZAF-1,Johannesburg,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0
ZAF-1,Johannesburg,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0
ESP-2,Madrid,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.672414303056568
ESP-2,Madrid,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.65639551787892
TUR-1,Istanbul,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.29482436492557
TUR-1,Istanbul,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.329339184194668
ARE-1,Dubai,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0881475593847246
ARE-1,Dubai,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0886677002012175
GBR-1,London,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.00536392203259115
GBR-1,London,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.0051846279671281
USA-5,Los Angeles,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.0700680588853427
USA-5,Los Angeles,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.072730206300689
USA-7,New York,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2020,0.430120157393219
USA-7,New York,ACC-UDB-001,Percentage Access to Public Transport,(3) ITDP,%,Series,2024,0.428087814247031
AFG-2,Kabul,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.2239426538
AUS-3,Melbourne,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.6638742739
AUS-5,Sydney,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.7388804811
BGD-4,Chattogram,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.3467152521
BGD-7,Dhaka,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.2931604043
CHN-6,Beijing,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.793541024
CHN-13,Chengdu,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.6246740125
CHN-14,Chongqing,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.7831845319999999
CHN-23,Guangzhou,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.6426412885
CHN-63,Shanghai,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.6316983217
CHN-78,Xiamen,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.6326399532
IND-13,Bengaluru,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.7239099212000001
IND-20,Chandigarh,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.03748245739
IND-21,Chennai,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.5335785149
IND-24,Delhi [New Delhi],ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.4901635493
IND-52,Kolkata,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.3306925781
IND-67,Mumbai,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.5510990115
IDN-11,Jakarta,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.1411007916
IRN-12,Tehran,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.5168932221
JPN-1,Fukuoka,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.7086710347
JPN-11,Osaka [Kyoto],ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.8516524697
JPN-12,Sapporo,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.7618913455
JPN-16,Tokyo,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.8759171365
KAZ-1,Almaty,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.3313872919
MYS-5,Kuala Lumpur,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.6069526683
MMR-2,Yangon,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.4363830075
NZL-1,Auckland,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.7017461
PAK-7,Lahore,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.1012687518
PHL-7,Metro Manila,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.4433116308
KOR-1,Busan,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.6848237894
KOR-8,Seoul,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.7958699853
RUS-9,Moscow,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.9378107006
RUS-14,Saint Petersburg,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.9714656415999999
SGP-1,Singapore,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.9625533273000001
LKA-1,Colombo,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.1646423391
TWN-2,Kaohsiung,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.8950554984
TWN-3,New Taipei [Taipei],ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.9159502048
THA-1,Bangkok,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.4013142938
VNM-4,Hanoi,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.718199355
VNM-5,Ho Chi Minh City,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.3446092015
ARG-1,Buenos Aires,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.6803603757000001
BRA-3,São Paulo,ACC-UDB-001,Percentage Access to Public Transport,"(4) Center for International Earth Science Information Network - CIESIN - Columbia University. 2023. SDG Indicator 11.2.1: Urban Access to Public Transport, 2023 Release. Palisades, New York: NASA Socioeconomic Data and Applications Center (SEDAC).",%,Series,2023,0.8195279936
