ATO UC Code,Urban Center,Indicator code,Indicator name,Indicator source,Units,Header,Year,Value
CHN-94,Zhengzhou,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
GEO-1,Tbilisi,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,2.368253156075382
GEO-1,Tbilisi,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,2.368253156075382
GEO-1,Tbilisi,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
HKG-1,Hong Kong,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.3880303266134049
HKG-1,Hong Kong,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.3880303266134049
HKG-1,Hong Kong,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-3,Ahmedabad,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.5148505444573437
IND-3,Ahmedabad,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.5148505444573437
IND-3,Ahmedabad,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-13,Bengaluru,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.030247560805952
IND-13,Bengaluru,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.030247560805952
IND-13,Bengaluru,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-21,Chennai,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.6565953118948659
IND-21,Chennai,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.6565953118948659
IND-21,Chennai,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-24,Delhi [New Delhi],INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.8048542365318309
IND-24,Delhi [New Delhi],INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.8048542365318309
IND-24,Delhi [New Delhi],INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-41,Hyderabad (India),INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.589235524094157
IND-41,Hyderabad (India),INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.589235524094157
IND-41,Hyderabad (India),INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-44,Jaipur,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.832157208326073
IND-44,Jaipur,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.832157208326073
IND-44,Jaipur,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-59,Lucknow,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.8392471491293001
IND-59,Lucknow,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.8392471491293001
IND-59,Lucknow,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-73,Patna,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.4637139850240999
IND-73,Patna,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.4637139850240999
IND-73,Patna,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-77,Pune,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.8564547124914419
IND-77,Pune,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.8564547124914419
IND-77,Pune,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IND-88,Surat,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.2856658364564484
IND-88,Surat,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.2856658364564484
IND-88,Surat,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IDN-3,Bandung,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.497822351717584
IDN-3,Bandung,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.497822351717584
IDN-3,Bandung,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IDN-11,Jakarta,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.3832052296640339
IDN-11,Jakarta,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.3832052296640339
IDN-11,Jakarta,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IDN-32,Surabaya,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.7721865095298416
IDN-32,Surabaya,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.7721865095298416
IDN-32,Surabaya,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IRN-4,Isfahan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,2.700803523836923
IRN-4,Isfahan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,2.700803523836923
IRN-4,Isfahan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IRN-7,Mashhad,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.703119911265075
IRN-7,Mashhad,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.703119911265075
IRN-7,Mashhad,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IRN-10,Shiraz,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,3.090723711100865
IRN-10,Shiraz,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,3.090723711100865
IRN-10,Shiraz,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IRN-11,Tabriz,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.515536871452995
IRN-11,Tabriz,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.515536871452995
IRN-11,Tabriz,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
IRN-12,Tehran,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.9734158377378226
IRN-12,Tehran,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.9734158377378226
IRN-12,Tehran,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
JPN-1,Fukuoka,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,32.39518396788286
JPN-1,Fukuoka,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,32.39518396788286
JPN-1,Fukuoka,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
JPN-3,Hiroshima,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,6.76857177695202
JPN-3,Hiroshima,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,6.76857177695202
JPN-3,Hiroshima,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
JPN-8,Nagoya,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.643360976766795
JPN-8,Nagoya,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.643360976766795
JPN-8,Nagoya,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
JPN-11,Osaka [Kyoto],INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.5796093417555841
JPN-11,Osaka [Kyoto],INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.5796093417555841
JPN-11,Osaka [Kyoto],INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
JPN-12,Sapporo,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,4.608982358595815
JPN-12,Sapporo,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,4.608982358595815
JPN-12,Sapporo,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
JPN-13,Sendai,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,9.478127932816724
JPN-13,Sendai,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,9.478127932816724
JPN-13,Sendai,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
KGZ-1,Bishkek,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,3.018982135972046
KGZ-1,Bishkek,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,3.018982135972046
KGZ-1,Bishkek,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
LAO-1,Vientiane,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,5.870749806567596
LAO-1,Vientiane,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,5.870749806567596
LAO-1,Vientiane,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
MYS-5,Kuala Lumpur,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.8396122780398548
MYS-5,Kuala Lumpur,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.8396122780398548
MYS-5,Kuala Lumpur,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
MNG-1,Ulaanbaatar,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,4.200177949328815
MNG-1,Ulaanbaatar,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,4.200177949328815
MNG-1,Ulaanbaatar,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
MMR-1,Mandalay,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,26.38417924172402
MMR-1,Mandalay,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,26.38417924172402
MMR-1,Mandalay,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
NPL-2,Kathmandu,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.3446847195184135
NPL-2,Kathmandu,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.3446847195184135
NPL-2,Kathmandu,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
NZL-1,Auckland,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,3.826338550474911
NZL-1,Auckland,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,3.826338550474911
NZL-1,Auckland,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
PAK-6,Karachi,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.730953095085841
PAK-6,Karachi,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.730953095085841
PAK-6,Karachi,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
PAK-7,Lahore,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.628292395377697
PAK-7,Lahore,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.628292395377697
PAK-7,Lahore,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
PHL-4,Cebu City,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.826163749593495
PHL-4,Cebu City,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.826163749593495
PHL-4,Cebu City,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
PHL-6,Davao City,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,5.131749191854246
PHL-6,Davao City,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,5.131749191854246
PHL-6,Davao City,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
KOR-1,Busan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.789095491162336
KOR-1,Busan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.789095491162336
KOR-1,Busan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
KOR-4,Daegu,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.719468043399049
KOR-4,Daegu,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.719468043399049
KOR-4,Daegu,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
KOR-5,Daejeon,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,2.341444561881716
KOR-5,Daejeon,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,2.341444561881716
KOR-5,Daejeon,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
KOR-6,Gwangju,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.909986807453414
KOR-6,Gwangju,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.909986807453414
KOR-6,Gwangju,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
KOR-8,Seoul,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.5060840863971157
KOR-8,Seoul,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.5060840863971157
KOR-8,Seoul,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
KOR-9,Ulsan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,4.478870327504083
KOR-9,Ulsan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,4.478870327504083
KOR-9,Ulsan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
RUS-5,Kazan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,2.423548782156363
RUS-5,Kazan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,2.423548782156363
RUS-5,Kazan,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
RUS-9,Moscow,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.6241826443979627
RUS-9,Moscow,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.6241826443979627
RUS-9,Moscow,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
RUS-10,Nizhny Novgorod,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.484523866792174
RUS-10,Nizhny Novgorod,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.484523866792174
RUS-10,Nizhny Novgorod,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
RUS-11,Novosibirsk,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.971131337426063
RUS-11,Novosibirsk,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.971131337426063
RUS-11,Novosibirsk,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
RUS-14,Saint Petersburg,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,0.9712506841218208
RUS-14,Saint Petersburg,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,0.9712506841218208
RUS-14,Saint Petersburg,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
RUS-15,Samara,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,2.928363235276191
RUS-15,Samara,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,2.928363235276191
RUS-15,Samara,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
RUS-25,Yekaterinburg,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,2.126282825604971
RUS-25,Yekaterinburg,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,2.126282825604971
RUS-25,Yekaterinburg,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
SGP-1,Singapore,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.050321243139192
SGP-1,Singapore,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.050321243139192
SGP-1,Singapore,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
TWN-2,Kaohsiung,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,18.88177567958714
TWN-2,Kaohsiung,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,18.88177567958714
TWN-2,Kaohsiung,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
TWN-4,Taichung,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,3.099956994870583
TWN-4,Taichung,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,3.099956994870583
TWN-4,Taichung,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
THA-1,Bangkok,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.353042075279528
THA-1,Bangkok,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.353042075279528
THA-1,Bangkok,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),None,Remarks,-,2008-17 (*Urban population for 2015)
UZB-3,Tashkent,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2016,1.770740255965634
UZB-3,Tashkent,INF-UDB-004,Road Length per capita,Calculated (using Oke et.al. (2019)(OSM) and GHS (European Commission)),meters per capita,Series,2017,1.770740255965634
